ICD9|ICD10|Description
711.62|M01.X29|Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere
711.63|M01.X39|Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere
711.64|M01.X49|Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere
711.65|M01.X59|Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere
711.66|M01.X69|Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
711.67|M01.X79|Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere
711.68|M01.X8|Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
711.69|M01.X9|Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
711.70|M01.X0|Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
711.71|M01.X19|Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere
711.72|M01.X29|Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere
711.73|M01.X39|Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere
711.74|M01.X49|Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere
711.75|M01.X59|Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere
711.76|M01.X69|Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
711.77|M01.X79|Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere
711.78|M01.X8|Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
711.79|M01.X9|Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
711.80|M01.X0|Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
711.81|M01.X19|Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere
711.82|M01.X29|Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere
711.83|M01.X39|Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere
711.84|M01.X49|Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere
711.85|M01.X59|Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere
711.86|M01.X69|Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
711.87|M01.X79|Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere
711.88|M01.X8|Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
711.89|M01.X9|Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
711.90|M01.X0|Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
711.91|M01.X19|Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere
711.92|M01.X29|Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere
711.93|M01.X39|Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere
711.94|M01.X49|Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere
711.95|M01.X59|Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere
711.96|M01.X69|Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
711.97|M01.X79|Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere
711.98|M01.X8|Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
711.99|M01.X9|Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
712.10|M11.80|Other specified crystal arthropathies, unspecified site
712.11|M11.819|Other specified crystal arthropathies, unspecified shoulder
712.12|M11.829|Other specified crystal arthropathies, unspecified elbow
712.13|M11.839|Other specified crystal arthropathies, unspecified wrist
712.14|M11.849|Other specified crystal arthropathies, unspecified hand
712.15|M11.859|Other specified crystal arthropathies, unspecified hip
712.16|M11.869|Other specified crystal arthropathies, unspecified knee
712.17|M11.879|Other specified crystal arthropathies, unspecified ankle and foot
712.18|M11.88|Other specified crystal arthropathies, vertebrae
712.19|M11.89|Other specified crystal arthropathies, multiple sites
712.20|M11.80|Other specified crystal arthropathies, unspecified site
712.21|M11.819|Other specified crystal arthropathies, unspecified shoulder
712.22|M11.829|Other specified crystal arthropathies, unspecified elbow
712.23|M11.839|Other specified crystal arthropathies, unspecified wrist
712.24|M11.849|Other specified crystal arthropathies, unspecified hand
712.25|M11.859|Other specified crystal arthropathies, unspecified hip
712.26|M11.869|Other specified crystal arthropathies, unspecified knee
712.27|M11.879|Other specified crystal arthropathies, unspecified ankle and foot
712.28|M11.88|Other specified crystal arthropathies, vertebrae
712.29|M11.89|Other specified crystal arthropathies, multiple sites
712.30|M11.20|Other chondrocalcinosis, unspecified site
712.31|M11.219|Other chondrocalcinosis, unspecified shoulder
712.32|M11.229|Other chondrocalcinosis, unspecified elbow
712.33|M11.239|Other chondrocalcinosis, unspecified wrist
712.34|M11.249|Other chondrocalcinosis, unspecified hand
712.35|M11.259|Other chondrocalcinosis, unspecified hip
712.36|M11.269|Other chondrocalcinosis, unspecified knee
712.37|M11.279|Other chondrocalcinosis, unspecified ankle and foot
712.38|M11.28|Other chondrocalcinosis, vertebrae
712.39|M11.29|Other chondrocalcinosis, multiple sites
712.80|M11.80|Other specified crystal arthropathies, unspecified site
712.81|M11.819|Other specified crystal arthropathies, unspecified shoulder
712.82|M11.829|Other specified crystal arthropathies, unspecified elbow
712.83|M11.839|Other specified crystal arthropathies, unspecified wrist
712.84|M11.849|Other specified crystal arthropathies, unspecified hand
712.85|M11.859|Other specified crystal arthropathies, unspecified hip
712.86|M11.869|Other specified crystal arthropathies, unspecified knee
712.87|M11.879|Other specified crystal arthropathies, unspecified ankle and foot
712.88|M11.88|Other specified crystal arthropathies, vertebrae
712.89|M11.89|Other specified crystal arthropathies, multiple sites
712.90|M11.80|Diagnostico no disponible
712.90|M11.9|Crystal arthropathy, unspecified
712.91|M11.819|Other specified crystal arthropathies, unspecified shoulder
712.92|M11.829|Other specified crystal arthropathies, unspecified elbow
712.93|M11.839|Other specified crystal arthropathies, unspecified wrist
712.94|M11.849|Other specified crystal arthropathies, unspecified hand
712.95|M11.859|Other specified crystal arthropathies, unspecified hip
712.96|M11.869|Other specified crystal arthropathies, unspecified knee
712.97|M11.879|Other specified crystal arthropathies, unspecified ankle and foot
712.98|M11.88|Other specified crystal arthropathies, vertebrae
712.99|M11.89|Other specified crystal arthropathies, multiple sites
713.0|M14.80|Arthropathies in other specified diseases classified elsewhere, unspecified site
713.1|M02.00|Arthropathy following intestinal bypass, unspecified site
713.2|M36.2|Hemophilic arthropathy
713.2|M36.3|Diagnostico no disponible
713.3|M12.80|Other specific arthropathies, not elsewhere classified, unspecified site
713.4|M12.80|Other specific arthropathies, not elsewhere classified, unspecified site
713.5|M14.60|Charcot's joint, unspecified site
713.6|M02.20|Diagnostico no disponible
713.6|M36.4|Arthropathy in hypersensitivity reactions classified elsewhere
713.7|M02.9|Reactive arthropathy, unspecified
713.8|M14.80|Arthropathies in other specified diseases classified elsewhere, unspecified site
714.0|M06.9|Rheumatoid arthritis, unspecified
714.1|M05.00|Felty's syndrome, unspecified site
714.2|M05.30|Diagnostico no disponible
714.2|M05.60|Rheumatoid arthritis of unspecified site with involvement of other organs and systems
714.2|M06.1|Diagnostico no disponible
714.30|M08.00|Unspecified juvenile rheumatoid arthritis of unspecified site
714.31|M08.3|Juvenile rheumatoid polyarthritis (seronegative)
714.32|M08.40|Pauciarticular juvenile rheumatoid arthritis, unspecified site
714.33|M08.40|Pauciarticular juvenile rheumatoid arthritis, unspecified site
714.4|M12.00|Chronic postrheumatic arthropathy [Jaccoud], unspecified site
714.81|M05.10|Rheumatoid lung disease with rheumatoid arthritis of unspecified site
714.89|M06.4|Inflammatory polyarthropathy
714.9|M06.4|Inflammatory polyarthropathy
715.00|M15.0|Diagnostico no disponible
715.00|M15.9|Polyosteoarthritis, unspecified
715.04|M15.1|Heberden's nodes (with arthropathy)
715.04|M15.2|Diagnostico no disponible
715.09|M15.0|Primary generalized (osteo)arthritis
715.10|M19.91|Primary osteoarthritis, unspecified site
715.11|M19.019|Primary osteoarthritis, unspecified shoulder
715.12|M19.029|Primary osteoarthritis, unspecified elbow
715.13|M19.039|Primary osteoarthritis, unspecified wrist
715.14|M19.049|Primary osteoarthritis, unspecified hand
715.15|M16.10|Unilateral primary osteoarthritis, unspecified hip
715.16|M17.10|Unilateral primary osteoarthritis, unspecified knee
715.17|M19.079|Primary osteoarthritis, unspecified ankle and foot
715.18|M19.91|Primary osteoarthritis, unspecified site
715.20|M19.93|Secondary osteoarthritis, unspecified site
715.21|M19.219|Secondary osteoarthritis, unspecified shoulder
715.22|M19.229|Secondary osteoarthritis, unspecified elbow
715.23|M19.239|Secondary osteoarthritis, unspecified wrist
715.24|M19.249|Secondary osteoarthritis, unspecified hand
715.25|M16.7|Other unilateral secondary osteoarthritis of hip
715.26|M17.5|Other unilateral secondary osteoarthritis of knee
715.27|M19.279|Secondary osteoarthritis, unspecified ankle and foot
715.28|M19.93|Secondary osteoarthritis, unspecified site
715.30|M19.90|Unspecified osteoarthritis, unspecified site
715.31|M19.90|Unspecified osteoarthritis, unspecified site
715.32|M19.90|Unspecified osteoarthritis, unspecified site
715.33|M19.90|Unspecified osteoarthritis, unspecified site
715.34|M18.9|Osteoarthritis of first carpometacarpal joint, unspecified
715.35|M16.9|Osteoarthritis of hip, unspecified
715.36|M17.9|Osteoarthritis of knee, unspecified
715.37|M19.90|Unspecified osteoarthritis, unspecified site
715.38|M19.90|Unspecified osteoarthritis, unspecified site
715.80|M15.8|Other polyosteoarthritis
715.89|M15.3|Secondary multiple arthritis
715.89|M15.8|Diagnostico no disponible
715.90|M15.9|Diagnostico no disponible
715.90|M19.90|Unspecified osteoarthritis, unspecified site
715.91|M19.90|Unspecified osteoarthritis, unspecified site
715.92|M19.90|Unspecified osteoarthritis, unspecified site
715.93|M19.90|Unspecified osteoarthritis, unspecified site
715.94|M18.9|Osteoarthritis of first carpometacarpal joint, unspecified
715.95|M16.9|Osteoarthritis of hip, unspecified
715.96|M17.9|Osteoarthritis of knee, unspecified
715.97|M19.90|Unspecified osteoarthritis, unspecified site
715.98|M19.90|Unspecified osteoarthritis, unspecified site
716.00|M12.10|Kaschin-Beck disease, unspecified site
716.01|M12.119|Kaschin-Beck disease, unspecified shoulder
716.02|M12.129|Kaschin-Beck disease, unspecified elbow
716.03|M12.139|Kaschin-Beck disease, unspecified wrist
716.04|M12.149|Kaschin-Beck disease, unspecified hand
716.05|M12.159|Kaschin-Beck disease, unspecified hip
716.06|M12.169|Kaschin-Beck disease, unspecified knee
716.07|M12.179|Kaschin-Beck disease, unspecified ankle and foot
716.08|M12.18|Kaschin-Beck disease, vertebrae
716.09|M12.19|Kaschin-Beck disease, multiple sites
716.10|M12.50|Traumatic arthropathy, unspecified site
716.11|M12.519|Traumatic arthropathy, unspecified shoulder
716.12|M12.529|Traumatic arthropathy, unspecified elbow
716.13|M12.539|Traumatic arthropathy, unspecified wrist
716.14|M12.549|Traumatic arthropathy, unspecified hand
716.15|M12.559|Traumatic arthropathy, unspecified hip
716.16|M12.569|Traumatic arthropathy, unspecified knee
716.17|M12.579|Traumatic arthropathy, unspecified ankle and foot
716.18|M12.58|Traumatic arthropathy, other specified site
716.19|M12.59|Traumatic arthropathy, multiple sites
716.20|M13.80|Other specified arthritis, unspecified site
716.21|M13.819|Other specified arthritis, unspecified shoulder
716.22|M13.829|Other specified arthritis, unspecified elbow
716.23|M13.839|Other specified arthritis, unspecified wrist
716.24|M13.849|Other specified arthritis, unspecified hand
716.25|M13.859|Other specified arthritis, unspecified hip
716.26|M13.869|Other specified arthritis, unspecified knee
716.27|M13.879|Other specified arthritis, unspecified ankle and foot
716.28|M13.88|Other specified arthritis, other site
716.29|M13.89|Other specified arthritis, multiple sites
716.30|M13.80|Other specified arthritis, unspecified site
716.31|M13.819|Other specified arthritis, unspecified shoulder
716.32|M13.829|Other specified arthritis, unspecified elbow
716.33|M13.839|Other specified arthritis, unspecified wrist
716.34|M13.849|Other specified arthritis, unspecified hand
716.35|M13.859|Other specified arthritis, unspecified hip
716.36|M13.869|Other specified arthritis, unspecified knee
716.37|M13.879|Other specified arthritis, unspecified ankle and foot
716.38|M13.88|Other specified arthritis, other site
716.39|M13.89|Other specified arthritis, multiple sites
716.40|M12.80|Other specific arthropathies, not elsewhere classified, unspecified site
716.41|M12.819|Other specific arthropathies, not elsewhere classified, unspecified shoulder
716.42|M12.829|Other specific arthropathies, not elsewhere classified, unspecified elbow
716.43|M12.839|Other specific arthropathies, not elsewhere classified, unspecified wrist
716.44|M12.849|Other specific arthropathies, not elsewhere classified, unspecified hand
716.45|M12.859|Other specific arthropathies, not elsewhere classified, unspecified hip
716.46|M12.869|Other specific arthropathies, not elsewhere classified, unspecified knee
716.47|M12.879|Other specific arthropathies, not elsewhere classified, unspecified ankle and foot
716.48|M12.88|Other specific arthropathies, not elsewhere classified, other specified site
716.49|M12.89|Other specific arthropathies, not elsewhere classified, multiple sites
716.50|M13.0|Polyarthritis, unspecified
716.51|M13.0|Polyarthritis, unspecified
716.52|M13.0|Polyarthritis, unspecified
716.53|M13.0|Polyarthritis, unspecified
716.54|M13.0|Polyarthritis, unspecified
716.55|M13.0|Polyarthritis, unspecified
716.56|M13.0|Polyarthritis, unspecified
716.57|M13.0|Polyarthritis, unspecified
716.58|M13.0|Polyarthritis, unspecified
716.59|M13.0|Polyarthritis, unspecified
716.60|M13.10|Monoarthritis, not elsewhere classified, unspecified site
716.61|M13.119|Monoarthritis, not elsewhere classified, unspecified shoulder
716.62|M13.129|Monoarthritis, not elsewhere classified, unspecified elbow
716.63|M13.139|Monoarthritis, not elsewhere classified, unspecified wrist
716.64|M13.149|Monoarthritis, not elsewhere classified, unspecified hand
716.65|M13.159|Monoarthritis, not elsewhere classified, unspecified hip
716.66|M13.169|Monoarthritis, not elsewhere classified, unspecified knee
716.67|M13.179|Monoarthritis, not elsewhere classified, unspecified ankle and foot
716.68|M13.10|Monoarthritis, not elsewhere classified, unspecified site
716.80|M12.80|Other specific arthropathies, not elsewhere classified, unspecified site
716.81|M12.819|Other specific arthropathies, not elsewhere classified, unspecified shoulder
716.82|M12.829|Other specific arthropathies, not elsewhere classified, unspecified elbow
716.83|M12.839|Other specific arthropathies, not elsewhere classified, unspecified wrist
716.84|M12.849|Other specific arthropathies, not elsewhere classified, unspecified hand
716.85|M12.859|Other specific arthropathies, not elsewhere classified, unspecified hip
716.86|M12.869|Other specific arthropathies, not elsewhere classified, unspecified knee
716.87|M12.879|Other specific arthropathies, not elsewhere classified, unspecified ankle and foot
716.88|M12.88|Other specific arthropathies, not elsewhere classified, other specified site
716.89|M12.89|Other specific arthropathies, not elsewhere classified, multiple sites
716.90|M12.9|Arthropathy, unspecified
716.91|M12.9|Arthropathy, unspecified
716.92|M12.9|Arthropathy, unspecified
716.93|M12.9|Arthropathy, unspecified
716.94|M12.9|Arthropathy, unspecified
716.95|M12.9|Arthropathy, unspecified
716.96|M12.9|Arthropathy, unspecified
716.97|M12.9|Arthropathy, unspecified
716.98|M12.9|Arthropathy, unspecified
716.99|M12.9|Arthropathy, unspecified
717.0|M23.205|Derangement of unspecified medial meniscus due to old tear or injury, unspecified knee
717.1|M23.219|Diagnostico no disponible
717.1|M23.319|Other meniscus derangements, anterior horn of medial meniscus, unspecified knee
717.2|M23.229|Diagnostico no disponible
717.2|M23.329|Other meniscus derangements, posterior horn of medial meniscus, unspecified knee
717.3|M23.239|Diagnostico no disponible
717.3|M23.305|Other meniscus derangements, unspecified medial meniscus, unspecified knee
717.3|M23.339|Diagnostico no disponible
717.40|M23.269|Derangement of other lateral meniscus due to old tear or injury, unspecified knee
717.41|M23.202|Derangement of unspecified lateral meniscus due to old tear or injury, unspecified knee
717.42|M23.249|Diagnostico no disponible
717.42|M23.349|Other meniscus derangements, anterior horn of lateral meniscus, unspecified knee
717.43|M23.259|Diagnostico no disponible
717.43|M23.359|Other meniscus derangements, posterior horn of lateral meniscus, unspecified knee
717.49|M23.369|Other meniscus derangements, other lateral meniscus, unspecified knee
717.5|M23.009|Cystic meniscus, unspecified meniscus, unspecified knee
717.6|M23.40|Loose body in knee, unspecified knee
717.7|M22.40|Chondromalacia patellae, unspecified knee
717.81|M23.50|Chronic instability of knee, unspecified knee
717.82|M23.50|Chronic instability of knee, unspecified knee
717.83|M23.50|Chronic instability of knee, unspecified knee
717.84|M23.50|Chronic instability of knee, unspecified knee
717.85|M23.50|Chronic instability of knee, unspecified knee
717.89|M23.8X9|Other internal derangements of unspecified knee
717.9|M23.90|Unspecified internal derangement of unspecified knee
718.00|M24.10|Other articular cartilage disorders, unspecified site
718.01|M24.119|Other articular cartilage disorders, unspecified shoulder
718.02|M24.129|Other articular cartilage disorders, unspecified elbow
718.03|M24.139|Other articular cartilage disorders, unspecified wrist
718.04|M24.149|Other articular cartilage disorders, unspecified hand
718.05|M24.159|Other articular cartilage disorders, unspecified hip
718.07|M24.173|Other articular cartilage disorders, unspecified ankle
718.07|M24.176|Diagnostico no disponible
718.08|M24.10|Other articular cartilage disorders, unspecified site
718.09|M24.10|Other articular cartilage disorders, unspecified site
718.10|M24.00|Loose body in unspecified joint
718.11|M24.019|Loose body in unspecified shoulder
718.12|M24.029|Loose body in unspecified elbow
718.13|M24.039|Loose body in unspecified wrist
718.14|M24.049|Loose body in unspecified finger joint(s)
718.15|M24.059|Loose body in unspecified hip
718.17|M24.073|Loose body in unspecified ankle
718.17|M24.076|Diagnostico no disponible
718.18|M24.08|Loose body, other site
718.19|M24.00|Loose body in unspecified joint
718.20|M24.30|Pathological dislocation of unspecified joint, not elsewhere classified
718.21|M24.319|Pathological dislocation of unspecified shoulder, not elsewhere classified
718.22|M24.329|Pathological dislocation of unspecified elbow, not elsewhere classified
718.23|M24.339|Pathological dislocation of unspecified wrist, not elsewhere classified
718.24|M24.349|Pathological dislocation of unspecified hand, not elsewhere classified
718.25|M24.359|Pathological dislocation of unspecified hip, not elsewhere classified
718.26|M24.369|Pathological dislocation of unspecified knee, not elsewhere classified
718.27|M24.373|Pathological dislocation of unspecified ankle, not elsewhere classified
718.27|M24.376|Diagnostico no disponible
718.28|M24.30|Pathological dislocation of unspecified joint, not elsewhere classified
718.29|M24.30|Pathological dislocation of unspecified joint, not elsewhere classified
718.30|M24.40|Recurrent dislocation, unspecified joint
718.31|M24.419|Recurrent dislocation, unspecified shoulder
718.32|M24.429|Recurrent dislocation, unspecified elbow
718.33|M24.439|Recurrent dislocation, unspecified wrist
718.34|M24.443|Recurrent dislocation, unspecified hand
718.34|M24.446|Diagnostico no disponible
718.35|M24.459|Recurrent dislocation, unspecified hip
718.36|M24.469|Recurrent dislocation, unspecified knee
718.37|M24.473|Recurrent dislocation, unspecified ankle
718.37|M24.476|Diagnostico no disponible
718.38|M43.4|Other recurrent atlantoaxial dislocation
718.38|M43.5X9|Diagnostico no disponible
718.39|M43.5X9|Other recurrent vertebral dislocation, site unspecified
718.40|M24.50|Contracture, unspecified joint
718.41|M24.519|Contracture, unspecified shoulder
718.42|M24.529|Contracture, unspecified elbow
718.43|M24.539|Contracture, unspecified wrist
718.44|M24.549|Contracture, unspecified hand
718.45|M24.559|Contracture, unspecified hip
718.46|M24.569|Contracture, unspecified knee
718.47|M24.573|Contracture, unspecified ankle
718.47|M24.576|Diagnostico no disponible
718.48|M24.50|Contracture, unspecified joint
718.49|M24.50|Contracture, unspecified joint
718.50|M24.60|Ankylosis, unspecified joint
718.51|M24.619|Ankylosis, unspecified shoulder
718.52|M24.629|Ankylosis, unspecified elbow
718.53|M24.639|Ankylosis, unspecified wrist
718.54|M24.649|Ankylosis, unspecified hand
718.55|M24.659|Ankylosis, unspecified hip
718.56|M24.669|Ankylosis, unspecified knee
718.57|M24.673|Ankylosis, unspecified ankle
718.57|M24.676|Diagnostico no disponible
718.58|M24.60|Ankylosis, unspecified joint
718.59|M24.60|Ankylosis, unspecified joint
718.65|M24.7|Protrusio acetabuli
718.70|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.71|M24.819|Other specific joint derangements of unspecified shoulder, not elsewhere classified
718.72|M24.829|Other specific joint derangements of unspecified elbow, not elsewhere classified
718.73|M24.839|Other specific joint derangements of unspecified wrist, not elsewhere classified
718.74|M24.849|Other specific joint derangements of unspecified hand, not elsewhere classified
718.75|M24.859|Other specific joint derangements of unspecified hip, not elsewhere classified
718.76|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.77|M24.873|Other specific joint derangements of unspecified ankle, not elsewhere classified
718.77|M24.876|Diagnostico no disponible
718.78|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.79|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.80|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.81|M24.819|Other specific joint derangements of unspecified shoulder, not elsewhere classified
718.82|M24.829|Other specific joint derangements of unspecified elbow, not elsewhere classified
718.83|M24.839|Other specific joint derangements of unspecified wrist, not elsewhere classified
718.84|M24.849|Other specific joint derangements of unspecified hand, not elsewhere classified
718.85|M24.859|Other specific joint derangements of unspecified hip, not elsewhere classified
718.86|M23.50|Chronic instability of knee, unspecified knee
718.86|M23.8X9|Diagnostico no disponible
718.87|M24.873|Other specific joint derangements of unspecified ankle, not elsewhere classified
718.87|M24.876|Diagnostico no disponible
718.88|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.89|M24.80|Other specific joint derangements of unspecified joint, not elsewhere classified
718.90|M24.9|Joint derangement, unspecified
718.91|M24.9|Joint derangement, unspecified
718.92|M24.9|Joint derangement, unspecified
718.93|M24.9|Joint derangement, unspecified
718.94|M24.9|Joint derangement, unspecified
718.95|M24.9|Joint derangement, unspecified
718.97|M24.9|Joint derangement, unspecified
718.98|M24.9|Joint derangement, unspecified
718.99|M24.9|Joint derangement, unspecified
719.00|M25.40|Effusion, unspecified joint
719.01|M25.419|Effusion, unspecified shoulder
719.02|M25.429|Effusion, unspecified elbow
719.03|M25.439|Effusion, unspecified wrist
719.04|M25.449|Effusion, unspecified hand
719.05|M25.459|Effusion, unspecified hip
719.06|M25.469|Effusion, unspecified knee
719.07|M25.473|Effusion, unspecified ankle
719.07|M25.476|Diagnostico no disponible
719.08|M25.48|Effusion, other site
719.09|M25.40|Effusion, unspecified joint
719.10|M25.00|Hemarthrosis, unspecified joint
719.11|M25.019|Hemarthrosis, unspecified shoulder
719.12|M25.029|Hemarthrosis, unspecified elbow
719.13|M25.039|Hemarthrosis, unspecified wrist
719.14|M25.049|Hemarthrosis, unspecified hand
719.15|M25.059|Hemarthrosis, unspecified hip
719.16|M25.069|Hemarthrosis, unspecified knee
719.17|M25.073|Hemarthrosis, unspecified ankle
719.17|M25.076|Diagnostico no disponible
719.18|M25.08|Hemarthrosis, other specified site
719.19|M25.00|Hemarthrosis, unspecified joint
719.20|M12.20|Villonodular synovitis (pigmented), unspecified site
719.21|M12.219|Villonodular synovitis (pigmented), unspecified shoulder
719.22|M12.229|Villonodular synovitis (pigmented), unspecified elbow
719.23|M12.239|Villonodular synovitis (pigmented), unspecified wrist
719.24|M12.249|Villonodular synovitis (pigmented), unspecified hand
719.25|M12.259|Villonodular synovitis (pigmented), unspecified hip
719.26|M12.269|Villonodular synovitis (pigmented), unspecified knee
719.27|M12.279|Villonodular synovitis (pigmented), unspecified ankle and foot
719.28|M12.28|Villonodular synovitis (pigmented), other specified site
719.29|M12.29|Villonodular synovitis (pigmented), multiple sites
719.30|M12.30|Palindromic rheumatism, unspecified site
719.30|M12.40|Diagnostico no disponible
719.31|M12.319|Palindromic rheumatism, unspecified shoulder
719.31|M12.419|Diagnostico no disponible
719.32|M12.329|Palindromic rheumatism, unspecified elbow
719.32|M12.429|Diagnostico no disponible
719.33|M12.339|Palindromic rheumatism, unspecified wrist
719.33|M12.439|Diagnostico no disponible
719.34|M12.349|Palindromic rheumatism, unspecified hand
719.34|M12.449|Diagnostico no disponible
719.35|M12.359|Palindromic rheumatism, unspecified hip
719.35|M12.459|Diagnostico no disponible
719.36|M12.369|Palindromic rheumatism, unspecified knee
719.36|M12.469|Diagnostico no disponible
719.37|M12.379|Palindromic rheumatism, unspecified ankle and foot
719.37|M12.479|Diagnostico no disponible
719.38|M12.38|Palindromic rheumatism, other specified site
719.38|M12.48|Diagnostico no disponible
719.39|M12.39|Palindromic rheumatism, multiple sites
719.39|M12.49|Diagnostico no disponible
719.40|M25.50|Pain in unspecified joint
719.41|M25.519|Pain in unspecified shoulder
719.42|M25.529|Pain in unspecified elbow
719.43|M25.539|Pain in unspecified wrist
719.44|M79.643|Diagnostico no disponible
719.44|M79.646|Pain in unspecified finger(s)
719.45|M25.559|Pain in unspecified hip
719.46|M25.569|Pain in unspecified knee
719.47|M25.579|Pain in unspecified ankle and joints of unspecified foot
719.48|M25.50|Pain in unspecified joint
719.49|M25.50|Pain in unspecified joint
719.50|M25.60|Stiffness of unspecified joint, not elsewhere classified
719.51|M25.619|Stiffness of unspecified shoulder, not elsewhere classified
719.52|M25.629|Stiffness of unspecified elbow, not elsewhere classified
719.53|M25.639|Stiffness of unspecified wrist, not elsewhere classified
719.54|M25.649|Stiffness of unspecified hand, not elsewhere classified
719.55|M25.659|Stiffness of unspecified hip, not elsewhere classified
719.56|M25.669|Stiffness of unspecified knee, not elsewhere classified
719.57|M25.673|Stiffness of unspecified ankle, not elsewhere classified
719.57|M25.676|Diagnostico no disponible
719.58|M25.60|Stiffness of unspecified joint, not elsewhere classified
719.59|M25.60|Stiffness of unspecified joint, not elsewhere classified
719.60|R29.898|Other symptoms and signs involving the musculoskeletal system
719.61|R29.898|Other symptoms and signs involving the musculoskeletal system
719.62|R29.898|Other symptoms and signs involving the musculoskeletal system
719.63|R29.898|Other symptoms and signs involving the musculoskeletal system
719.64|R29.898|Other symptoms and signs involving the musculoskeletal system
719.65|R29.4|Clicking hip
719.66|R29.898|Other symptoms and signs involving the musculoskeletal system
719.67|R29.898|Other symptoms and signs involving the musculoskeletal system
719.68|R29.898|Other symptoms and signs involving the musculoskeletal system
719.69|R29.898|Other symptoms and signs involving the musculoskeletal system
719.7|R26.2|Difficulty in walking, not elsewhere classified
719.80|M25.10|Diagnostico no disponible
719.80|M25.80|Other specified joint disorders, unspecified joint
719.81|M25.119|Fistula, unspecified shoulder
719.81|M25.819|Diagnostico no disponible
719.82|M25.129|Diagnostico no disponible
719.82|M25.829|Other specified joint disorders, unspecified elbow
719.83|M25.139|Diagnostico no disponible
719.83|M25.839|Other specified joint disorders, unspecified wrist
719.84|M25.149|Diagnostico no disponible
719.84|M25.849|Other specified joint disorders, unspecified hand
719.85|M25.159|Diagnostico no disponible
719.85|M25.859|Other specified joint disorders, unspecified hip
719.86|M25.169|Diagnostico no disponible
719.86|M25.869|Other specified joint disorders, unspecified knee
719.87|M25.173|Diagnostico no disponible
719.87|M25.176|Diagnostico no disponible
719.87|M25.879|Other specified joint disorders, unspecified ankle and foot
719.88|M25.18|Fistula, other specified site
719.89|M25.10|Fistula, unspecified joint
719.89|M25.80|Diagnostico no disponible
719.90|M25.9|Joint disorder, unspecified
719.91|M25.9|Joint disorder, unspecified
719.92|M25.9|Joint disorder, unspecified
719.93|M25.9|Joint disorder, unspecified
719.94|M25.9|Joint disorder, unspecified
719.95|M25.9|Joint disorder, unspecified
719.96|M25.9|Joint disorder, unspecified
719.97|M25.9|Joint disorder, unspecified
719.98|M25.9|Joint disorder, unspecified
719.99|M25.9|Joint disorder, unspecified
720.0|M45.9|Ankylosing spondylitis of unspecified sites in spine
720.1|M46.00|Spinal enthesopathy, site unspecified
720.2|M46.1|Sacroiliitis, not elsewhere classified
720.81|M49.80|Spondylopathy in diseases classified elsewhere, site unspecified
720.89|M46.80|Other specified inflammatory spondylopathies, site unspecified
720.9|M46.90|Unspecified inflammatory spondylopathy, site unspecified
721.0|M47.812|Spondylosis without myelopathy or radiculopathy, cervical region
