ICD9|ICD10|Description
V54.10|S52.90XE|Fractura no especificada de antebrazo no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.12|S52.91XD|Fractura no especificada de antebrazo derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.12|S52.92XD|Fractura no especificada de antebrazo izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.12|S59.001D|Fractura fisaria no especificada de extremo inferior de cúbito del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.002D|Fractura fisaria no especificada de extremo inferior de cúbito del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.009D|Fractura fisaria no especificada de extremo inferior de cúbito de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.011D|Fractura fisaria tipo I de Salter-Harris de extremo inferior de cúbito del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.012D|Fractura fisaria tipo I de Salter-Harris de extremo inferior de cúbito del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.019D|Fractura fisaria tipo I de Salter-Harris de extremo inferior de cúbito de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.021D|Fractura fisaria tipo II de Salter-Harris de extremo inferior de cúbito del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.022D|Fractura fisaria tipo II de Salter-Harris de extremo inferior de cúbito del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.029D|Fractura fisaria tipo II de Salter-Harris de extremo inferior de cúbito de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.031D|Fractura fisaria tipo III de Salter-Harris de extremo inferior de cúbito del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.032D|Fractura fisaria tipo III de Salter-Harris de extremo inferior de cúbito del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.039D|Fractura fisaria tipo III de Salter-Harris de extremo inferior de cúbito de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.041D|Fractura fisaria tipo IV de Salter-Harris de extremo inferior de cúbito del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.042D|Fractura fisaria tipo IV de Salter-Harris de extremo inferior de cúbito del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.049D|Fractura fisaria tipo IV de Salter-Harris de extremo inferior de cúbito de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.091D|Otra fractura fisaria de extremo inferior de cúbito del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.092D|Otra fractura fisaria de extremo inferior de cúbito del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.099D|Otra fractura fisaria de extremo inferior de cúbito de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.101D|Fractura fisaria no especificada de extremo superior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.102D|Fractura fisaria no especificada de extremo superior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.109D|Fractura fisaria no especificada de extremo superior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.111D|Fractura fisaria tipo I de Salter-Harris de extremo superior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.112D|Fractura fisaria tipo I de Salter-Harris de extremo superior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.119D|Fractura fisaria tipo I de Salter-Harris de extremo superior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.121D|Fractura fisaria tipo II de Salter-Harris de extremo superior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.122D|Fractura fisaria tipo II de Salter-Harris de extremo superior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.129D|Fractura fisaria tipo II de Salter-Harris de extremo superior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.131D|Fractura fisaria tipo III de Salter-Harris de extremo superior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.132D|Fractura fisaria tipo III de Salter-Harris de extremo superior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.139D|Fractura fisaria tipo III de Salter-Harris de extremo superior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.141D|Fractura fisaria tipo IV de Salter-Harris de extremo superior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.142D|Fractura fisaria tipo IV de Salter-Harris de extremo superior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.149D|Fractura fisaria tipo IV de Salter-Harris de extremo superior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.191D|Otra fractura fisaria de extremo superior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.192D|Otra fractura fisaria de extremo superior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.199D|Otra fractura fisaria de extremo superior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.201D|Fractura fisaria no especificada de extremo inferior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.202D|Fractura fisaria no especificada de extremo inferior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.209D|Fractura fisaria no especificada de extremo inferior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.211D|Fractura fisaria tipo I de Salter-Harris de extremo inferior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.212D|Fractura fisaria tipo I de Salter-Harris de extremo inferior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.219D|Fractura fisaria tipo I de Salter-Harris de extremo inferior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.221D|Fractura fisaria tipo II de Salter-Harris de extremo inferior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.222D|Fractura fisaria tipo II de Salter-Harris de extremo inferior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.229D|Fractura fisaria tipo II de Salter-Harris de extremo inferior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.231D|Fractura fisaria tipo III de Salter-Harris de extremo inferior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.232D|Fractura fisaria tipo III de Salter-Harris de extremo inferior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.239D|Fractura fisaria tipo III de Salter-Harris de extremo inferior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.241D|Fractura fisaria tipo IV de Salter-Harris de extremo inferior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.242D|Fractura fisaria tipo IV de Salter-Harris de extremo inferior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.249D|Fractura fisaria tipo IV de Salter-Harris de extremo inferior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S59.291D|Otra fractura fisaria de extremo inferior de radio del brazo derecho, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.292D|Otra fractura fisaria de extremo inferior de radio del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias 
V54.12|S59.299D|Otra fractura fisaria de extremo inferior de radio de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.001D|Fractura no especificada de escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.002D|Fractura no especificada de escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.009D|Fractura no especificada de escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.011D|Fractura desplazada de polo distal de hueso escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.012D|Fractura desplazada de polo distal de hueso escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.013D|Fractura desplazada de polo distal de hueso escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.014D|Fractura sin desplazamiento de polo distal de hueso escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.015D|Fractura sin desplazamiento de polo distal de hueso escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.016D|Fractura sin desplazamiento de polo distal de hueso escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.021D|Fractura desplazada de tercio medio de hueso escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.022D|Fractura desplazada de tercio medio de hueso escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.023D|Fractura desplazada de tercio medio de hueso escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.024D|Fractura sin desplazamiento de tercio medio de hueso escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.025D|Fractura sin desplazamiento de tercio medio de hueso escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.026D|Fractura sin desplazamiento de tercio medio de hueso escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.031D|Fractura desplazada de tercio proximal de hueso escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.032D|Fractura desplazada de tercio proximal de hueso escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.033D|Fractura desplazada de tercio proximal de hueso escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.034D|Fractura sin desplazamiento de tercio proximal de hueso escafoides [navicular] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.035D|Fractura sin desplazamiento de tercio proximal de hueso escafoides [navicular] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.036D|Fractura sin desplazamiento de tercio proximal de hueso escafoides [navicular] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.101D|Fractura de hueso del carpo no especificado de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.102D|Fractura de hueso del carpo no especificado de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.109D|Fractura de hueso del carpo no especificada de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.111D|Fractura desplazada de hueso piramidal [cuneiforme] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.112D|Fractura desplazada de hueso piramidal [cuneiforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.113D|Fractura desplazada de hueso piramidal [cuneiforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.114D|Fractura sin desplazamiento de hueso piramidal [cuneiforme] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.115D|Fractura sin desplazamiento de hueso piramidal [cuneiforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.116D|Fractura sin desplazamiento de hueso piramidal [cuneiforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.121D|Fractura desplazada de semilunar [lunatum] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.122D|Fractura desplazada de semilunar [lunatum] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.123D|Fractura desplazada de semilunar [lunatum] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.124D|Fractura sin desplazamiento de semilunar [lunatum] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.125D|Fractura sin desplazamiento de semilunar [lunatum] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.126D|Fractura sin desplazamiento de semilunar [lunatum] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.131D|Fractura desplazada de hueso grande [capitatum] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.132D|Fractura desplazada de hueso grande [capitatum] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.133D|Fractura desplazada de hueso grande [capitatum] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.134D|Fractura sin desplazamiento de hueso grande [capitatum] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.135D|Fractura sin desplazamiento de hueso grande [capitatum] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.136D|Fractura sin desplazamiento de hueso grande [capitatum] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.141D|Fractura desplazada de cuerpo de hueso ganchoso [unciforme] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.142D|Fractura desplazada de cuerpo de hueso ganchoso [unciforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.143D|Fractura desplazada de cuerpo de hueso ganchoso [unciforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.144D|Fractura sin desplazamiento de cuerpo de hueso ganchoso [unciforme] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.145D|Fractura sin desplazamiento de cuerpo de hueso ganchoso [unciforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.146D|Fractura sin desplazamiento de cuerpo de hueso ganchoso [unciforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.151D|Fractura desplazada de apófisis unciforme de hueso ganchoso [unciforme] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.152D|Fractura desplazada de apófisis unciforme de hueso ganchoso [unciforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.153D|Fractura desplazada de apófisis unciforme de hueso ganchoso [unciforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.154D|Fractura sin desplazamiento de apófisis unciforme de hueso ganchoso [unciforme] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.155D|Fractura sin desplazamiento de apófisis unciforme de hueso ganchoso [unciforme] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.156D|Fractura sin desplazamiento de apófisis unciforme de hueso ganchoso [unciforme] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.161D|Fractura desplazada de pisiforme de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.162D|Fractura desplazada de pisiforme de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.163D|Fractura desplazada de pisiforme de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.164D|Fractura sin desplazamiento de pisiforme de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.165D|Fractura sin desplazamiento de pisiforme de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.166D|Fractura sin desplazamiento de pisiforme de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.171D|Fractura desplazada de trapecio [multiangular mayor] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.172D|Fractura desplazada de trapecio [multiangular mayor] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.173D|Fractura desplazada de trapecio [multiangular mayor] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.174D|Fractura sin desplazamiento de trapecio [multiangular mayor] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.175D|Fractura sin desplazamiento de trapecio [multiangular mayor] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.176D|Fractura sin desplazamiento de trapecio [multiangular mayor] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.181D|Fractura desplazada de trapezoide [multiangular menor] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.182D|Fractura desplazada de trapezoide [multiangular menor] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.183D|Fractura desplazada de trapezoide [multiangular menor] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.184D|Fractura sin desplazamiento de trapezoides [multiangular menor] de muñeca derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.185D|Fractura sin desplazamiento de trapezoides [multiangular menor] de muñeca izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.186D|Fractura sin desplazamiento de trapezoides [multiangular menor] de muñeca no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.201D|Fractura no especificada de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.202D|Fractura no especificada de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.209D|Fractura no especificada de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.211D|Fractura de Bennett de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.212D|Fractura de Bennett de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.213D|Fractura de Bennett de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.221D|Fractura de Rolando desplazada de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.222D|Fractura de Rolando desplazada de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.223D|Fractura de Rolando desplazada de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.224D|Fractura de Rolando sin desplazamiento de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.225D|Fractura de Rolando sin desplazamiento de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.226D|Fractura de Rolando sin desplazamiento de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.231D|Otro tipo de fractura desplazada de base de primer metacarpiano de la mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.232D|Otro tipo de fractura desplazada de base de primer metacarpiano de la mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.233D|Otro tipo de fractura desplazada de base de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.234D|Otro tipo de fractura sin desplazamiento de base de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.235D|Otro tipo de fractura sin desplazamiento de base de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.236D|Otro tipo de fractura sin desplazamiento de base de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.241D|Fractura desplazada de diáfisis de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.242D|Fractura desplazada de diáfisis de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.243D|Fractura desplazada de diáfisis de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.244D|Fractura sin desplazamiento de diáfisis de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.245D|Fractura sin desplazamiento de diáfisis de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.246D|Fractura sin desplazamiento de diáfisis de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.251D|Fractura desplazada del cuello de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.252D|Fractura desplazada del cuello de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.253D|Fractura desplazada del cuello de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.254D|Fractura sin desplazamiento del cuello de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.255D|Fractura sin desplazamiento del cuello de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.256D|Fractura sin desplazamiento del cuello de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.291D|Otra fractura de primer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.292D|Otra fractura de primer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.299D|Otra fractura de primer metacarpiano de mano no especificada, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.300D|Fractura no especificada de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.301D|Fractura no especificada de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.302D|Fractura no especificada de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.303D|Fractura no especificada de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.304D|Fractura no especificada de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.305D|Fractura no especificada de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.306D|Fractura no especificada de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.307D|Fractura no especificada de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.308D|Fractura no especificada de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.309D|Fractura no especificada de hueso metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.310D|Fractura desplazada de base de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.311D|Fractura desplazada de base de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.312D|Fractura desplazada de base de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.313D|Fractura desplazada de base de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.314D|Fractura desplazada de base de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.315D|Fractura desplazada de base de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.316D|Fractura desplazada de base de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.317D|Fractura desplazada de base de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.318D|Fractura desplazada de base de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.319D|Fractura desplazada de base de metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.320D|Fractura desplazada de diáfisis de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.321D|Fractura desplazada de diáfisis de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.322D|Fractura desplazada de diáfisis de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.323D|Fractura desplazada de diáfisis de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.324D|Fractura desplazada de diáfisis de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.325D|Fractura desplazada de diáfisis de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.326D|Fractura desplazada de diáfisis de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.327D|Fractura desplazada de diáfisis de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.328D|Fractura desplazada de diáfisis de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.329D|Fractura desplazada de diáfisis de metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.330D|Fractura desplazada del cuello de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.331D|Fractura desplazada del cuello de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.332D|Fractura desplazada del cuello de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.333D|Fractura desplazada del cuello de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.334D|Fractura desplazada del cuello de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.335D|Fractura desplazada del cuello de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.336D|Fractura desplazada del cuello de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.337D|Fractura desplazada del cuello de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.338D|Fractura desplazada del cuello de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.339D|Fractura desplazada del cuello de metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.340D|Fractura sin desplazamiento de base de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.341D|Fractura sin desplazamiento de base de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.342D|Fractura sin desplazamiento de base de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.343D|Fractura sin desplazamiento de base de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.344D|Fractura sin desplazamiento de base de cuarto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.345D|Fractura sin desplazamiento de base de cuarto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.346D|Fractura sin desplazamiento de base de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.347D|Fractura sin desplazamiento de base de quinto metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.348D|Fractura sin desplazamiento de base de otro metacarpiano, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.349D|Fractura sin desplazamiento de base de metacarpiano no especificado, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.350D|Fractura sin desplazamiento de diáfisis de segundo metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.351D|Fractura sin desplazamiento de diáfisis de segundo metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.352D|Fractura sin desplazamiento de diáfisis de tercer metacarpiano de mano derecha, contacto sucesivo por fractura con curas rutinarias
V54.12|S62.353D|Fractura sin desplazamiento de diáfisis de tercer metacarpiano de mano izquierda, contacto sucesivo por fractura con curas rutinarias
